ID,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,X3PointShots,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.3PointShots,Opp.FreeThrows,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
795,CLE,79,2015/4/10,Home,BOS,L,90,99,0.416,0.265,0.68,12,42,25,4,2,20,21,0.452,0.364,0.714,11,43,30,11,2,14,24
805,CLE,80,2015/4/12,Away,BOS,L,78,117,0.392,0.136,0.684,11,44,18,1,5,24,18,0.548,0.417,0.682,6,38,29,20,1,7,22
815,CLE,81,2015/4/13,Home,DET,W,109,97,0.506,0.531,0.5,13,45,30,5,7,10,19,0.458,0.36,0.6,8,31,21,4,4,7,8
825,CLE,82,2015/4/15,Home,WAS,W,113,108,0.473,0.533,0.647,11,44,29,7,4,16,17,0.433,0.364,0.762,15,50,26,8,5,13,13
120,DAL,1,2014/10/28,Away,SAS,L,100,101,0.487,0.381,0.842,9,33,17,9,3,10,20,0.529,0.5,0.813,9,38,23,5,3,20,20
220,DAL,2,2014/10/30,Home,UTA,W,120,102,0.553,0.381,0.783,13,44,25,8,5,9,15,0.434,0.4,0.889,15,40,22,6,0,16,21
320,DAL,3,2014/11/1,Away,NOP,W,109,104,0.517,0.24,0.579,11,44,25,4,6,12,25,0.427,0.368,0.75,14,47,24,8,4,13,19
420,DAL,4,2014/11/3,Home,BOS,W,118,113,0.537,0.56,0.8,7,36,24,5,9,17,17,0.441,0.355,0.75,22,49,29,9,6,17,21
520,DAL,5,2014/11/6,Away,POR,L,87,108,0.367,0.217,1,8,34,14,6,4,7,17,0.519,0.4,0.842,12,53,25,3,6,17,21
620,DAL,6,2014/11/7,Away,UTA,W,105,82,0.477,0.375,0.857,13,42,23,12,3,8,22,0.426,0.321,0.789,9,41,19,4,6,21,17
720,DAL,7,2014/11/9,Home,MIA,L,96,105,0.422,0.31,0.708,15,41,22,8,7,13,15,0.553,0.391,0.6,6,38,31,7,3,13,23
88,DAL,8,2014/11/11,Home,SAC,W,106,98,0.475,0.37,0.833,9,33,23,8,8,11,29,0.444,0.474,0.781,12,43,17,5,1,20,32
96,DAL,9,2014/11/13,Home,PHI,W,123,70,0.513,0.344,0.833,9,51,33,14,5,15,25,0.299,0.259,0.515,18,46,9,7,4,27,24
106,DAL,10,2014/11/15,Home,MIN,W,131,117,0.553,0.308,0.826,12,40,31,5,10,7,24,0.5,0.412,0.828,12,41,24,2,2,17,30
1110,DAL,11,2014/11/17,Away,CHO,W,107,80,0.512,0.357,0.688,10,50,32,7,4,7,18,0.4,0.455,0.462,7,35,22,1,3,11,17
126,DAL,12,2014/11/19,Away,WAS,W,105,102,0.415,0.429,0.862,10,44,18,5,5,12,19,0.44,0.455,0.857,9,42,25,8,3,13,27
136,DAL,13,2014/11/21,Home,LAL,W,140,106,0.622,0.514,0.714,11,39,37,4,2,9,16,0.518,0.385,0.619,13,33,24,3,4,10,24
146,DAL,14,2014/11/22,Away,HOU,L,92,95,0.398,0.171,0.727,16,50,17,6,5,14,22,0.366,0.326,0.87,14,47,17,8,0,17,23
156,DAL,15,2014/11/24,Home,IND,L,100,111,0.5,0.333,0.571,6,37,21,6,6,12,28,0.481,0.5,0.667,8,44,20,6,4,12,21
166,DAL,16,2014/11/26,Home,NYK,W,109,102,0.4,0.129,0.763,20,56,20,12,5,11,16,0.424,0.5,0.625,15,53,21,7,3,21,32
176,DAL,17,2014/11/28,Away,TOR,W,106,102,0.465,0.423,0.682,6,37,27,7,9,8,17,0.418,0.424,0.75,15,55,17,7,1,17,23
186,DAL,18,2014/11/29,Away,PHI,W,110,103,0.449,0.267,0.733,13,40,28,13,5,12,22,0.424,0.286,0.806,22,55,26,10,4,24,26
196,DAL,19,2014/12/2,Away,CHI,W,132,129,0.461,0.5,0.852,12,46,30,9,6,14,28,0.456,0.308,0.794,15,52,38,5,6,18,22
206,DAL,20,2014/12/3,Away,MIL,W,107,105,0.457,0.296,0.682,17,46,20,8,6,16,23,0.521,0.636,0.688,8,39,24,11,2,18,24
2110,DAL,21,2014/12/5,Home,PHO,L,106,118,0.455,0.211,0.733,16,44,13,5,1,11,16,0.563,0.5,0.882,7,41,27,5,3,13,25
226,DAL,22,2014/12/7,Home,MIL,W,125,102,0.583,0.387,0.789,8,36,29,14,8,11,14,0.5,0.267,0.824,11,36,17,7,4,17,18
236,DAL,23,2014/12/9,Away,MEM,L,105,114,0.447,0.45,0.786,12,43,19,4,7,16,22,0.482,0.5,0.862,12,41,20,10,1,5,17
246,DAL,24,2014/12/10,Home,NOP,W,112,107,0.53,0.429,0.882,5,29,17,5,5,8,18,0.455,0.389,0.833,16,45,16,5,3,11,20
256,DAL,25,2014/12/13,Home,GSW,L,98,105,0.404,0.2,0.7,17,53,14,11,0,15,23,0.446,0.313,0.778,9,45,21,7,7,13,24
266,DAL,26,2014/12/16,Away,NYK,W,107,87,0.506,0.455,1,10,41,30,9,4,17,14,0.44,0.238,0.8,10,35,23,11,5,12,13
276,DAL,27,2014/12/17,Away,DET,W,117,106,0.506,0.455,0.771,9,45,29,9,4,14,15,0.449,0.394,0.684,10,42,22,9,4,11,27
286,DAL,28,2014/12/20,Home,SAS,W,99,93,0.43,0.346,0.8,13,40,18,10,3,12,24,0.416,0.231,1,12,48,10,6,2,19,20
296,DAL,29,2014/12/22,Home,ATL,L,102,105,0.433,0.393,0.65,13,47,23,12,5,15,23,0.494,0.368,0.667,6,43,26,6,6,17,21
306,DAL,30,2014/12/23,Away,PHO,L,115,124,0.466,0.36,0.828,14,49,22,4,1,20,27,0.454,0.394,0.719,14,44,30,12,3,12,26
3110,DAL,31,2014/12/26,Home,LAL,W,102,98,0.506,0.278,0.542,6,40,20,9,6,13,21,0.364,0.379,0.75,24,63,20,8,6,16,23
326,DAL,32,2014/12/28,Home,OKC,W,112,107,0.443,0.323,0.857,7,37,26,8,6,12,16,0.5,0.357,0.571,14,53,21,8,2,18,25
336,DAL,33,2014/12/30,Home,WAS,W,114,87,0.524,0.533,0.69,3,34,21,11,5,7,22,0.446,0.333,0.63,10,48,22,5,3,22,26
346,DAL,34,2015/1/2,Away,BOS,W,119,101,0.469,0.481,0.941,16,52,24,8,1,11,21,0.427,0.353,0.684,9,38,22,6,2,12,21
356,DAL,35,2015/1/4,Away,CLE,W,109,90,0.564,0.462,0.818,4,36,30,7,8,10,20,0.407,0.32,0.706,12,38,26,6,3,12,14
366,DAL,36,2015/1/5,Away,BRK,W,96,88,0.394,0.37,0.632,14,51,24,8,6,10,17,0.393,0.12,0.826,7,52,20,5,7,14,21
376,DAL,37,2015/1/7,Home,DET,L,95,108,0.437,0.273,0.722,9,43,24,9,4,14,15,0.443,0.476,0.857,18,60,22,9,2,15,17
386,DAL,38,2015/1/10,Away,LAC,L,100,120,0.442,0.4,0.706,8,40,29,4,2,11,18,0.523,0.419,0.714,9,47,31,8,5,10,17
396,DAL,39,2015/1/13,Away,SAC,W,108,104,0.43,0.25,0.696,12,44,23,12,4,10,25,0.442,0.056,0.794,12,59,22,7,2,20,26
406,DAL,40,2015/1/14,Away,DEN,L,107,114,0.41,0.243,0.8,10,39,24,8,5,8,25,0.5,0.211,0.8,11,51,25,6,7,16,25
4110,DAL,41,2015/1/16,Home,DEN,W,97,89,0.418,0.32,0.793,10,52,22,7,2,14,23,0.41,0.36,0.48,13,52,23,6,3,15,27
426,DAL,42,2015/1/19,Away,MEM,W,103,95,0.447,0.4,0.758,12,42,17,6,3,13,22,0.424,0.136,0.909,9,42,17,8,4,13,23
436,DAL,43,2015/1/21,Away,MIN,W,98,75,0.513,0.407,0.643,6,42,26,6,3,10,13,0.348,0.133,0.733,16,43,22,6,1,10,11
446,DAL,44,2015/1/23,Home,CHI,L,98,102,0.451,0.333,1,9,30,16,12,8,12,16,0.487,0.563,0.85,15,47,22,8,5,21,18
456,DAL,45,2015/1/25,Away,NOP,L,106,109,0.481,0.375,0.76,13,38,20,5,6,9,19,0.506,0.471,0.84,11,40,27,9,3,9,25
466,DAL,46,2015/1/27,Home,MEM,L,90,109,0.487,0.269,0.7,8,35,20,8,3,16,20,0.532,0.476,0.75,9,40,23,6,0,13,17
476,DAL,47,2015/1/28,Away,HOU,L,94,99,0.427,0.4,0.875,10,46,16,10,7,23,16,0.409,0.4,0.867,11,39,21,14,7,16,19
486,DAL,48,2015/1/30,Away,MIA,W,93,72,0.415,0.448,0.6,13,49,24,10,4,10,13,0.33,0.31,0.5,17,52,18,6,3,16,17
496,DAL,49,2015/1/31,Away,ORL,W,108,93,0.568,0.524,0.591,3,36,26,9,4,12,20,0.423,0.333,0.792,11,42,21,9,3,15,24
506,DAL,50,2015/2/2,Home,MIN,W,100,94,0.464,0.323,0.667,12,43,27,11,10,15,18,0.415,0.231,0.885,16,47,18,10,2,15,22
5110,DAL,51,2015/2/4,Away,GSW,L,114,128,0.418,0.333,0.786,14,42,24,8,1,8,19,0.523,0.5,0.76,10,46,29,5,5,13,22
526,DAL,52,2015/2/5,Away,SAC,W,101,78,0.427,0.353,0.7,8,48,25,9,7,9,19,0.367,0.143,0.773,7,49,13,5,8,17,18
536,DAL,53,2015/2/7,Home,POR,W,111,101,0.41,0.389,0.688,20,55,21,11,7,15,20,0.416,0.313,0.708,17,58,24,11,4,22,21
546,DAL,54,2015/2/9,Home,LAC,L,98,115,0.407,0.294,0.733,14,47,19,2,3,12,26,0.446,0.333,0.828,17,53,21,8,3,6,25
556,DAL,55,2015/2/11,Home,UTA,W,87,82,0.373,0.357,0.808,7,38,18,11,3,11,21,0.375,0.379,0.524,14,52,19,9,7,18,21
566,DAL,56,2015/2/19,Away,OKC,L,89,104,0.363,0.333,0.824,14,39,16,14,3,17,20,0.418,0.318,0.808,21,62,20,8,0,22,20
576,DAL,57,2015/2/20,Home,HOU,W,111,100,0.473,0.375,0.778,12,50,26,10,2,17,19,0.414,0.324,0.615,14,47,20,8,9,21,22
586,DAL,58,2015/2/22,Home,CHO,W,92,81,0.462,0.278,0.789,6,49,20,7,6,15,16,0.367,0.316,0.692,13,47,20,10,2,14,20
596,DAL,59,2015/2/24,Home,TOR,W,99,92,0.481,0.421,0.833,8,40,17,13,4,19,13,0.452,0.346,0.636,7,37,17,10,4,18,20
606,DAL,60,2015/2/25,Away,ATL,L,87,104,0.425,0.161,0.778,13,44,20,0,3,15,18,0.459,0.371,0.813,10,41,28,7,2,11,18
6110,DAL,61,2015/2/28,Home,BRK,L,94,104,0.427,0.321,0.833,8,37,23,10,3,12,19,0.519,0.435,0.609,12,48,20,5,4,14,21
626,DAL,62,2015/3/2,Home,NOP,W,102,93,0.481,0.375,0.909,9,38,11,7,6,5,14,0.473,0.476,0.813,10,37,19,4,4,13,18
636,DAL,63,2015/3/5,Away,POR,L,75,94,0.375,0.125,0.875,6,41,17,10,3,13,16,0.415,0.318,0.905,8,56,20,7,5,16,15
646,DAL,64,2015/3/6,Away,GSW,L,89,104,0.368,0.3,0.731,3,34,17,15,1,11,20,0.469,0.478,0.895,9,51,28,5,11,22,21
656,DAL,65,2015/3/8,Away,LAL,W,100,93,0.487,0.346,0.682,6,33,21,10,7,7,20,0.463,0.143,0.714,15,47,23,5,5,16,24
666,DAL,66,2015/3/10,Home,CLE,L,94,127,0.407,0.25,0.697,15,42,18,6,6,16,22,0.506,0.469,0.828,12,50,25,11,5,12,28
676,DAL,67,2015/3/13,Home,LAC,W,129,99,0.607,0.571,0.688,12,43,31,11,2,15,16,0.5,0.375,0.417,11,32,27,9,2,15,17
686,DAL,68,2015/3/16,Home,OKC,W,119,115,0.472,0.4,0.714,8,37,27,9,2,12,27,0.444,0.269,0.8,17,59,19,8,4,21,34
696,DAL,69,2015/3/18,Home,ORL,W,107,102,0.488,0.419,0.667,8,40,28,7,6,20,16,0.46,0.321,0.929,11,41,28,12,5,18,24
706,DAL,70,2015/3/20,Home,MEM,L,101,112,0.447,0.364,0.694,9,41,14,6,3,17,29,0.532,0.444,0.688,6,38,19,7,3,15,30
7110,DAL,71,2015/3/22,Away,PHO,L,92,98,0.385,0.263,0.591,15,40,21,9,1,12,22,0.513,0.286,0.609,9,49,22,10,7,19,23
726,DAL,72,2015/3/24,Home,SAS,W,101,94,0.483,0.318,0.769,10,49,21,6,2,16,19,0.424,0.286,0.778,9,43,16,12,5,16,20
736,DAL,73,2015/3/27,Away,SAS,L,76,94,0.378,0.222,0.667,15,47,15,9,4,18,21,0.44,0.346,0.786,13,50,28,8,4,14,19
746,DAL,74,2015/3/29,Away,IND,L,99,104,0.444,0.4,0.684,9,41,20,5,3,12,25,0.5,0.588,0.692,4,43,23,6,6,15,25
756,DAL,75,2015/4/1,Away,OKC,W,135,131,0.615,0.267,0.792,4,34,35,8,1,6,23,0.484,0.452,0.818,15,46,23,4,1,10,21
766,DAL,76,2015/4/2,Home,HOU,L,101,108,0.44,0.308,0.704,9,41,23,6,5,13,29,0.442,0.355,0.725,17,55,24,9,2,18,24
776,DAL,77,2015/4/4,Home,GSW,L,110,123,0.425,0.188,0.722,10,44,14,6,2,16,23,0.453,0.389,0.719,17,55,28,12,4,14,37
786,DAL,78,2015/4/8,Home,PHO,W,107,104,0.479,0.222,0.813,15,47,18,3,3,8,17,0.488,0.32,0.842,8,37,22,6,5,12,25
796,DAL,79,2015/4/10,Away,DEN,W,144,143,0.523,0.379,0.792,11,49,39,8,6,17,23,0.424,0.349,0.88,27,61,29,10,1,15,26
806,DAL,80,2015/4/12,Away,LAL,W,120,106,0.542,0.476,0.769,7,42,31,7,9,12,20,0.436,0.375,0.806,6,37,20,4,4,12,20
816,DAL,81,2015/4/13,Away,UTA,L,92,109,0.415,0.45,0.652,12,41,18,4,4,16,21,0.5,0.393,0.615,12,48,24,10,6,14,19
826,DAL,82,2015/4/15,Home,POR,W,114,98,0.453,0.36,0.794,12,54,18,9,5,14,17,0.418,0.28,0.833,12,45,20,7,4,19,22
127,DEN,1,2014/10/29,Home,DET,W,89,79,0.353,0.25,0.742,14,51,17,7,4,15,21,0.369,0.231,0.579,8,45,15,4,5,15,27
227,DEN,2,2014/11/1,Away,OKC,L,91,102,0.438,0.269,0.7,11,41,19,4,10,17,26,0.463,0.3,0.71,6,41,24,8,6,13,20
327,DEN,3,2014/11/3,Home,SAC,L,105,110,0.387,0.208,0.848,15,42,22,4,7,15,35,0.42,0.222,0.851,14,50,21,8,5,15,28
427,DEN,4,2014/11/5,Away,SAC,L,109,131,0.451,0.321,0.839,7,32,24,4,5,14,37,0.553,0.4,0.78,9,40,21,8,3,13,30
527,DEN,5,2014/11/7,Home,CLE,L,101,110,0.471,0.379,0.667,8,42,22,5,5,13,22,0.476,0.261,0.727,6,42,25,5,3,8,14
627,DEN,6,2014/11/9,Away,POR,L,100,116,0.396,0.385,0.767,18,55,14,5,7,15,22,0.45,0.516,0.714,16,51,27,7,11,10,21
727,DEN,7,2014/11/12,Home,POR,L,113,130,0.433,0.348,0.818,15,47,21,10,2,12,24,0.511,0.485,0.828,12,46,30,7,9,14,21
89,DEN,8,2014/11/14,Away,IND,W,108,87,0.494,0.348,0.56,13,46,20,8,5,8,25,0.405,0.364,0.5,11,42,17,2,7,13,19
97,DEN,9,2014/11/16,Away,NYK,L,93,109,0.39,0.382,0.615,10,39,20,9,0,17,21,0.539,0.429,0.778,8,43,16,9,3,15,22
107,DEN,10,2014/11/17,Away,CLE,W,106,97,0.482,0.387,0.8,9,39,25,10,4,15,18,0.43,0.345,0.826,9,42,18,7,8,15,15
1111,DEN,11,2014/11/19,Home,OKC,W,107,100,0.488,0.345,0.773,12,42,25,6,5,8,20,0.456,0.435,0.72,13,39,21,5,0,10,24
128,DEN,12,2014/11/21,Home,NOP,W,117,97,0.524,0.458,0.8,8,41,24,8,10,10,24,0.397,0.313,0.882,8,40,19,7,3,12,22
137,DEN,13,2014/11/23,Away,LAL,W,101,94,0.378,0.27,0.605,14,57,20,7,2,16,28,0.371,0.125,0.735,9,50,15,10,6,13,28
147,DEN,14,2014/11/25,Home,CHI,W,114,109,0.506,0.5,0.741,14,45,22,5,7,14,25,0.427,0.333,0.865,11,37,20,9,4,12,22
157,DEN,15,2014/11/26,Away,PHO,L,112,120,0.433,0.32,0.765,20,47,19,10,4,17,22,0.511,0.52,0.81,13,41,27,9,8,16,22
167,DEN,16,2014/11/28,Home,PHO,W,122,97,0.466,0.381,0.889,16,58,20,10,3,18,27,0.388,0.348,0.793,9,34,14,4,5,15,27
177,DEN,17,2014/12/1,Away,UTA,W,103,101,0.471,0.346,0.706,8,39,23,7,6,10,22,0.429,0.389,0.733,14,48,18,3,6,14,15
187,DEN,18,2014/12/2,Home,POR,L,103,105,0.506,0.35,0.737,7,41,21,8,2,14,19,0.5,0.227,0.824,4,37,26,7,5,12,19
197,DEN,19,2014/12/5,Away,WAS,L,89,119,0.378,0.227,0.733,10,36,16,8,7,19,22,0.529,0.35,0.815,14,52,35,12,11,15,20
207,DEN,20,2014/12/7,Away,ATL,L,84,96,0.366,0.171,0.769,16,52,25,9,4,14,22,0.414,0.37,0.737,11,43,26,9,4,12,15
2111,DEN,21,2014/12/8,Away,TOR,L,107,112,0.413,0.333,0.733,19,49,21,7,2,13,28,0.506,0.273,0.724,8,44,21,4,10,14,16
228,DEN,22,2014/12/10,Home,MIA,W,102,82,0.447,0.348,0.667,17,50,21,7,4,10,18,0.366,0.318,0.714,16,42,18,1,6,10,20
237,DEN,23,2014/12/13,Away,HOU,L,96,108,0.375,0.25,0.654,15,51,24,7,7,15,26,0.443,0.294,0.588,13,52,20,8,7,14,21
247,DEN,24,2014/12/14,Home,SAS,L,91,99,0.41,0.5,0.714,15,45,20,10,4,21,29,0.459,0.313,0.743,11,43,26,9,11,13,20
257,DEN,25,2014/12/17,Home,HOU,L,111,115,0.404,0.433,0.783,16,51,30,8,1,15,36,0.412,0.286,0.771,10,55,17,7,5,16,23
267,DEN,26,2014/12/19,Home,LAC,W,109,106,0.475,0.379,0.733,9,40,30,6,1,21,24,0.459,0.167,0.758,13,39,21,14,4,11,22
277,DEN,27,2014/12/20,Home,IND,W,76,73,0.366,0.125,0.737,9,49,14,7,7,16,20,0.307,0.304,0.706,11,50,17,5,2,14,24
287,DEN,28,2014/12/22,Away,CHO,L,82,110,0.378,0.111,0.75,9,37,11,6,4,13,20,0.538,0.421,0.667,6,44,23,6,6,12,21
297,DEN,29,2014/12/23,Away,BRK,L,96,102,0.439,0.28,0.773,14,51,15,4,4,18,15,0.473,0.261,0.714,12,39,21,10,3,9,19
307,DEN,30,2014/12/26,Home,MIN,W,106,102,0.411,0.158,0.781,22,62,18,1,6,18,23,0.398,0.2,0.708,14,44,29,5,9,7,24
3111,DEN,31,2014/12/28,Home,TOR,L,102,116,0.425,0.235,0.706,15,49,18,3,2,10,24,0.489,0.435,0.625,13,44,23,4,5,6,23
328,DEN,32,2014/12/30,Home,LAL,L,103,111,0.448,0.308,0.63,11,39,25,13,7,11,24,0.526,0.56,0.654,4,42,31,6,4,18,20
337,DEN,33,2015/1/1,Away,CHI,L,101,106,0.402,0.357,0.815,17,57,19,4,7,12,27,0.418,0.533,0.88,13,46,22,7,18,7,19
347,DEN,34,2015/1/3,Home,MEM,W,114,85,0.519,0.467,0.806,8,48,21,6,8,13,14,0.43,0.143,0.692,8,37,20,6,8,12,20
357,DEN,35,2015/1/5,Away,MIN,W,110,101,0.548,0.368,0.688,9,41,26,8,6,12,22,0.427,0.417,0.833,15,42,21,7,4,12,17
367,DEN,36,2015/1/7,Home,ORL,W,93,90,0.446,0.412,0.769,6,47,22,5,4,21,17,0.398,0.364,0.75,10,42,21,11,2,14,24
377,DEN,37,2015/1/9,Away,SAC,W,118,108,0.553,0.294,0.679,10,39,27,10,6,11,25,0.488,0.316,0.75,12,38,19,5,6,14,17
387,DEN,38,2015/1/14,Home,DAL,W,114,107,0.5,0.211,0.8,11,51,25,6,7,16,25,0.41,0.243,0.8,10,39,24,8,5,8,25
397,DEN,39,2015/1/16,Away,DAL,L,89,97,0.41,0.36,0.48,13,52,23,6,3,15,27,0.418,0.32,0.793,10,52,22,7,2,14,23
407,DEN,40,2015/1/17,Home,MIN,L,105,113,0.413,0.323,0.864,13,39,21,10,4,10,20,0.538,0.421,0.905,8,43,24,6,5,15,18
4111,DEN,41,2015/1/19,Away,GSW,L,79,122,0.345,0.292,0.632,8,39,17,9,3,16,19,0.543,0.481,0.778,7,53,30,10,6,13,14
428,DEN,42,2015/1/20,Home,SAS,L,99,109,0.468,0.357,0.69,12,42,26,7,0,16,23,0.452,0.407,0.815,14,44,27,10,6,16,27
437,DEN,43,2015/1/23,Home,BOS,L,99,100,0.416,0.286,0.731,17,48,20,8,2,12,19,0.493,0.429,0.63,8,41,20,8,6,14,24
447,DEN,44,2015/1/25,Home,WAS,L,115,117,0.406,0.414,0.75,14,45,26,7,3,9,24,0.533,0.286,0.739,10,50,29,5,2,17,27
457,DEN,45,2015/1/26,Away,LAC,L,98,102,0.482,0.381,0.667,8,38,26,7,4,10,15,0.475,0.368,0.864,10,45,25,10,8,13,17
467,DEN,46,2015/1/28,Away,NOP,W,93,85,0.459,0.588,0.714,8,39,30,4,7,8,22,0.39,0.2,0.75,17,48,15,2,6,9,15
477,DEN,47,2015/1/29,Away,MEM,L,69,99,0.333,0.077,0.9,10,47,19,6,5,16,19,0.443,0.188,0.667,13,57,17,8,4,9,11
487,DEN,48,2015/1/31,Home,CHO,L,86,104,0.359,0.208,0.75,8,44,21,2,8,12,19,0.473,0,0.64,10,57,32,10,11,10,18
497,DEN,49,2015/2/3,Away,PHI,L,98,105,0.388,0.387,0.714,8,37,26,13,3,14,29,0.443,0.407,0.762,7,49,26,10,9,20,22
507,DEN,50,2015/2/4,Away,BOS,L,100,104,0.413,0.167,0.909,14,48,18,9,6,15,19,0.404,0.429,0.706,19,51,27,10,3,13,21
5111,DEN,51,2015/2/6,Away,DET,L,88,98,0.388,0.227,0.773,11,43,22,7,5,13,24,0.451,0.167,0.769,11,51,23,4,4,16,16
528,DEN,52,2015/2/9,Home,OKC,L,114,124,0.483,0.321,0.724,12,38,20,7,4,10,25,0.538,0.5,0.743,9,40,24,4,5,12,23
537,DEN,53,2015/2/10,Away,LAL,W,106,96,0.544,0.25,0.696,4,35,25,9,8,7,22,0.435,0.333,0.593,14,43,23,3,2,10,24
547,DEN,54,2015/2/20,Away,MIL,L,81,89,0.357,0.269,0.667,14,45,18,11,7,15,19,0.423,0.333,0.818,7,46,22,6,5,16,21
557,DEN,55,2015/2/22,Away,OKC,L,94,119,0.361,0.259,0.85,16,42,19,13,5,12,19,0.522,0.4,0.652,15,60,31,8,10,18,19
567,DEN,56,2015/2/23,Home,BRK,L,82,110,0.33,0.259,0.591,19,49,18,6,3,13,24,0.467,0.19,0.87,14,57,21,7,9,10,17
577,DEN,57,2015/2/25,Home,PHO,L,96,110,0.383,0.353,0.667,10,40,22,11,5,15,19,0.429,0.333,0.75,23,65,19,9,7,19,25
587,DEN,58,2015/2/27,Home,UTA,L,82,104,0.333,0.25,0.621,16,36,22,9,3,15,13,0.574,0.429,0.81,8,43,24,13,15,20,23
597,DEN,59,2015/3/1,Home,NOP,L,92,99,0.402,0.273,0.529,16,44,17,10,3,11,25,0.486,0.227,0.733,9,44,22,7,4,16,19
607,DEN,60,2015/3/3,Home,MIL,W,106,95,0.453,0.353,0.8,8,43,26,8,5,13,24,0.407,0.417,0.682,8,41,21,6,7,14,25
6111,DEN,61,2015/3/4,Away,MIN,W,100,85,0.457,0.4,0.8,14,51,27,8,3,13,21,0.39,0.167,0.72,12,43,18,7,5,12,16
628,DEN,62,2015/3/6,Away,SAS,L,111,120,0.523,0.353,0.652,8,38,21,7,3,13,26,0.544,0.375,0.758,3,36,24,8,8,9,20
637,DEN,63,2015/3/7,Home,HOU,L,100,114,0.413,0.3,0.789,12,44,23,16,8,18,28,0.465,0.357,0.75,11,48,25,11,2,22,22
647,DEN,64,2015/3/9,Home,NYK,W,106,78,0.437,0.333,0.759,11,48,21,6,4,6,20,0.387,0.385,0.6,8,45,21,3,10,14,22
657,DEN,65,2015/3/11,Home,ATL,W,115,102,0.5,0.419,0.9,11,44,28,8,9,19,20,0.42,0.333,0.926,8,32,18,11,3,17,18
667,DEN,66,2015/3/13,Home,GSW,W,114,103,0.5,0.471,0.649,13,52,23,4,3,13,22,0.424,0.421,0.773,9,35,29,5,10,8,25
677,DEN,67,2015/3/15,Away,NOP,W,118,111,0.442,0.323,0.8,12,52,25,9,4,11,21,0.465,0.273,0.619,15,58,32,3,14,18,20
687,DEN,68,2015/3/16,Away,MEM,L,81,92,0.37,0.444,0.619,10,37,14,13,5,15,24,0.413,0.222,0.857,20,57,14,9,5,19,16
697,DEN,69,2015/3/19,Away,HOU,L,108,118,0.452,0.361,0.579,6,42,23,8,3,15,28,0.446,0.4,0.8,10,49,27,8,4,16,19
707,DEN,70,2015/3/20,Away,MIA,L,91,108,0.468,0.259,0.526,10,35,21,11,7,16,20,0.531,0.438,0.789,10,44,23,8,7,16,17
7111,DEN,71,2015/3/22,Away,ORL,W,119,100,0.467,0.429,0.767,18,49,30,11,6,13,19,0.482,0.235,0.824,11,40,26,7,4,18,26
728,DEN,72,2015/3/25,Home,PHI,L,85,99,0.345,0.276,0.704,13,49,13,8,4,16,22,0.417,0.412,0.682,13,49,17,14,12,16,22
737,DEN,73,2015/3/27,Home,UTA,W,107,91,0.513,0.542,0.696,8,41,23,8,4,17,23,0.395,0.185,0.71,14,42,20,12,7,13,19
747,DEN,74,2015/3/28,Away,POR,L,114,120,0.467,0.375,0.864,11,39,24,12,1,11,20,0.565,0.444,0.889,8,45,29,8,5,16,18
757,DEN,75,2015/4/1,Away,UTA,L,84,98,0.347,0.212,0.917,11,39,13,7,5,6,22,0.481,0.391,0.625,12,49,24,5,8,14,16
767,DEN,76,2015/4/3,Away,SAS,L,93,123,0.46,0.353,0.636,11,34,17,8,3,18,18,0.553,0.412,0.882,14,45,33,11,8,18,15
777,DEN,77,2015/4/4,Home,LAC,L,92,107,0.376,0.273,0.71,15,44,21,7,1,15,31,0.43,0.382,0.619,13,47,24,9,7,12,27
787,DEN,78,2015/4/8,Home,LAL,W,119,101,0.5,0.433,0.75,11,45,26,7,6,9,22,0.48,0.313,0.686,9,39,15,7,2,14,20
797,DEN,79,2015/4/10,Home,DAL,L,143,144,0.424,0.349,0.88,27,61,29,10,1,15,26,0.523,0.379,0.792,11,49,39,8,6,17,23
807,DEN,80,2015/4/12,Home,SAC,W,122,111,0.549,0.346,0.767,10,42,32,15,1,18,29,0.514,0.278,0.714,6,32,28,13,0,20,21
817,DEN,81,2015/4/13,Away,LAC,L,103,110,0.376,0.364,0.682,25,58,18,7,0,11,27,0.451,0.333,0.784,13,47,25,7,8,13,16
827,DEN,82,2015/4/15,Away,GSW,L,126,133,0.542,0.333,0.833,9,40,28,10,4,21,25,0.522,0.464,0.765,14,41,30,11,6,13,25
129,DET,1,2014/10/29,Away,DEN,L,79,89,0.369,0.231,0.579,8,45,15,4,5,15,27,0.353,0.25,0.742,14,51,17,7,4,15,21
229,DET,2,2014/10/30,Away,MIN,L,91,97,0.418,0.333,0.615,14,46,20,3,5,12,24,0.487,0.4,0.679,10,43,18,8,3,12,21
329,DET,3,2014/11/1,Home,BRK,L,90,102,0.421,0.059,0.714,10,41,21,3,3,7,15,0.483,0.269,0.846,12,48,18,3,3,8,23
429,DET,4,2014/11/5,Home,NYK,W,98,95,0.368,0.478,0.697,19,55,17,5,4,8,16,0.433,0.45,0.8,11,43,25,3,9,9,23
