Source,Target,Trade_Id,Bitcoins,Money,Money_Rate,Date
895,293,37361,4.62,3.48,0.753246753,2011-04-11
895,293,37362,110,82.857,0.753245455,2011-04-11
100,3777,37363,10.06,7.818,0.777137177,2011-04-11
100,3777,37364,12.63,9.819,0.777434679,2011-04-11
1483,3777,37365,10,7.781,0.7781,2011-04-11
1313,3777,37366,25,19.5,0.78,2011-04-11
3966,3777,37367,8.583,6.694,0.779913783,2011-04-11
1347,3777,37368,5.055,3.942,0.779821958,2011-04-11
4095,3777,37369,30.06,23.446,0.779973387,2011-04-11
2654,3777,37370,90,70.2,0.78,2011-04-11
3443,3777,37371,7.93,6.191,0.780706179,2011-04-11
3111,3777,37372,10,7.809,0.7809,2011-04-11
646,3777,37373,5.47,4.272,0.780987203,2011-04-11
83,3777,37374,753.212,588.258,0.780999241,2011-04-11
646,3777,37375,2.73,2.132,0.780952381,2011-04-11
83,3777,37376,21.041,16.432,0.780951476,2011-04-11
905,293,37377,19.3,14.537,0.753212435,2011-04-11
3777,3461,37378,12.586,9.489,0.753932941,2011-04-11
3777,100,37379,11.91,8.975,0.75356843,2011-04-11
3777,4438,37380,11.441,8.619,0.753343239,2011-04-11
3777,293,37381,186.55,140.518,0.753245779,2011-04-11
3777,3111,37382,10,7.52,0.752,2011-04-11
3777,3443,37383,241.586,181.6,0.751699188,2011-04-11
3777,100,37384,14.95,11.233,0.751371237,2011-04-11
3777,100,37385,10,7.514,0.7514,2011-04-11
1547,646,37386,71.74,54.091,0.753986618,2011-04-11
4049,646,37387,10,7.513,0.7513,2011-04-11
4049,646,37388,100,75.139,0.75139,2011-04-11
4049,646,37389,100,75.139,0.75139,2011-04-11
4049,646,37390,100,75.139,0.75139,2011-04-11
4049,646,37391,40,30.055,0.751375,2011-04-11
4049,646,37392,1.7,1.277,0.751176471,2011-04-11
100,895,37393,13.02,10.07,0.773425499,2011-04-11
100,895,37394,1.615,1.25,0.773993808,2011-04-11
1483,895,37395,10,7.75,0.775,2011-04-11
3526,895,37396,12.505,9.754,0.780007997,2011-04-11
3526,895,37397,17.745,13.84,0.779938011,2011-04-11
3891,646,37398,1,0.76,0.76,2011-04-11
895,293,37399,13.23,9.94,0.751322751,2011-04-11
1367,895,37400,20.13,15.681,0.778986587,2011-04-11
4466,895,37401,10,7.789,0.7789,2011-04-11
2824,895,37402,10,7.789,0.7789,2011-04-11
1367,895,37403,9.87,7.688,0.778926039,2011-04-11
3526,895,37404,191.59,149.44,0.779998956,2011-04-11
1483,895,37405,10,7.8,0.78,2011-04-11
3443,895,37406,191.27,149.343,0.780796779,2011-04-11
3914,1367,37407,30.857,23.219,0.752471076,2011-04-11
3914,646,37408,187.25,140.812,0.752,2011-04-11
3914,4318,37409,31.893,23.983,0.751983194,2011-04-11
3470,646,37410,62,47.12,0.76,2011-04-11
895,2824,37411,10,7.52,0.752,2011-04-11
895,3443,37412,1.82,1.368,0.751648352,2011-04-11
895,293,37413,10,7.543,0.7543,2011-04-11
895,3443,37416,130,97.721,0.7517,2011-04-11
2824,4661,37417,20,15.513,0.77565,2011-04-11
610,1521,37418,12.55,9.736,0.775776892,2011-04-11
293,4661,37419,340,263.741,0.775708824,2011-04-11
3443,3939,37420,10,7.756,0.7756,2011-04-11
3443,3269,37422,159.71,123.871,0.775599524,2011-04-11
610,3269,37423,140.29,108.836,0.775793,2011-04-11
610,4661,37424,11.299,8.765,0.775732366,2011-04-11
610,3269,37425,80,62.063,0.7757875,2011-04-11
610,3269,37426,6.743,5.23,0.775619161,2011-04-11
610,3939,37427,5.54,4.297,0.775631769,2011-04-11
895,293,37428,41.03,31.025,0.756154034,2011-04-11
895,293,37429,50,37.808,0.75616,2011-04-11
895,3443,37430,3.18,2.404,0.755974843,2011-04-11
100,4260,37431,10,7.748,0.7748,2011-04-11
1215,4260,37432,15,11.623,0.774866667,2011-04-11
100,4260,37433,10.5,8.142,0.775428571,2011-04-11
3443,4260,37434,3.16,2.45,0.775316456,2011-04-11
100,4260,37435,30.5,23.658,0.775672131,2011-04-11
591,4260,37436,110.44,85.673,0.775742485,2011-04-11
646,4260,37437,336.02,260.683,0.775796084,2011-04-11
610,4260,37438,1300,1008.537,0.775797692,2011-04-11
3999,4260,37439,184.38,143.042,0.775799978,2011-04-11
895,293,37440,12,9.075,0.75625,2011-04-11
4380,1558,37441,25,19.25,0.77,2011-04-11
3999,1558,37442,35.62,27.633,0.775772038,2011-04-11
4473,1558,37443,300,232.8,0.776,2011-04-11
3470,1558,37444,115,89.585,0.779,2011-04-11
646,1558,37445,85,66.215,0.779,2011-04-11
646,1558,37446,86.216,66.904,0.776004454,2011-04-11
4666,3443,37447,16.29,12.322,0.756414979,2011-04-11
610,293,37448,100,76.038,0.76038,2011-04-11
646,3939,37449,30,23.391,0.7797,2011-04-11
100,4260,37450,10,7.796,0.7796,2011-04-11
2824,4260,37451,10,7.796,0.7796,2011-04-11
100,4260,37452,14.52,11.324,0.779889807,2011-04-11
646,4260,37453,67.4,52.571,0.779985163,2011-04-11
2458,4260,37454,277.09,216.13,0.779999278,2011-04-11
4095,4260,37455,20,15.6,0.78,2011-04-11
4380,4260,37456,30,23.4,0.78,2011-04-11
646,3939,37457,55.18,43.205,0.782982965,2011-04-11
895,2824,37458,6.57,4.999,0.760882801,2011-04-11
895,2824,37459,11.99,9.129,0.761384487,2011-04-11
2824,895,37460,20,15.658,0.7829,2011-04-11
646,895,37461,6.11,4.784,0.782978723,2011-04-11
83,895,37462,77.107,60.374,0.782989871,2011-04-11
83,895,37463,103.217,80.818,0.782991174,2011-04-11
83,1353,37464,1.3,1.017,0.782307692,2011-04-11
83,4380,37465,54,42.282,0.783,2011-04-11
895,3353,37466,200,152.68,0.7634,2011-04-11
1313,3353,37467,25,19.085,0.7634,2011-04-11
895,3443,37468,80.76,61.603,0.762790986,2011-04-11
4723,3353,37469,25,19.065,0.7626,2011-04-11
1313,4531,37470,28.8,22.176,0.77,2011-04-11
1313,1721,37471,21.2,16.324,0.77,2011-04-11
83,1721,37472,22.126,17.324,0.782970261,2011-04-11
914,1721,37473,198,155.43,0.785,2011-04-11
1483,1721,37474,10,7.85,0.785,2011-04-11
4344,1721,37475,20,15.7,0.785,2011-04-11
1375,1721,37476,10,7.879,0.7879,2011-04-11
1313,1721,37477,50,39.445,0.7889,2011-04-11
1183,31,37478,10.52,8.3,0.788973384,2011-04-11
2533,31,37479,23.67,18.675,0.788973384,2011-04-11
3443,31,37480,96.42,76.152,0.789794648,2011-04-11
4198,31,37481,10,7.9,0.79,2011-04-11
4495,31,37482,33,26.07,0.79,2011-04-11
3993,31,37483,30.16,23.826,0.789986737,2011-04-11
3884,31,37484,9.92,7.836,0.789919355,2011-04-11
1313,31,37485,25,19.75,0.79,2011-04-11
1483,31,37486,10,7.9,0.79,2011-04-11
1559,31,37487,33.3,26.473,0.794984985,2011-04-11
1868,31,37488,10,7.95,0.795,2011-04-11
3111,31,37489,10,7.977,0.7977,2011-04-11
3243,31,37491,112.26,89.583,0.797995724,2011-04-11
3981,31,37492,10.15,8.099,0.797931034,2011-04-11
3768,31,37493,28,22.344,0.798,2011-04-11
609,31,37494,137.6,109.804,0.797994186,2011-04-11
3353,4260,37495,248.37,198.194,0.797978822,2011-04-11
591,4260,37496,0.005,0.003,0.6,2011-04-11
591,4260,37497,43.955,35.075,0.797975202,2011-04-11
646,4260,37498,3.06,2.441,0.797712418,2011-04-11
609,4260,37499,268.4,214.183,0.797999255,2011-04-11
3914,31,37500,200,159.76,0.7988,2011-04-11
1,31,37501,100,79.9,0.799,2011-04-11
3365,4723,37502,23.98,18.941,0.789866555,2011-04-11
895,3353,37503,56.78,43.362,0.763684396,2011-04-11
895,3353,37504,21.61,16.503,0.763674225,2011-04-11
2397,4260,37505,14,10.78,0.77,2011-04-11
4273,4260,37506,3.05,2.348,0.769836066,2011-04-11
1375,4559,37507,10,7.786,0.7786,2011-04-12
4205,4559,37508,69.5,54.8,0.788489209,2011-04-12
1375,4559,37509,30,23.661,0.7887,2011-04-12
3365,4559,37510,18.42,14.549,0.789847991,2011-04-12
1483,4559,37511,12.66,10.001,0.789968404,2011-04-12
1483,4559,37512,12.58,10.001,0.794992051,2011-04-12
682,4559,37513,25,19.965,0.7986,2011-04-12
1375,4559,37514,30,23.961,0.7987,2011-04-12
3353,4559,37515,77.88,62.218,0.798895737,2011-04-12
1,4559,37516,83.915,67.048,0.798998987,2011-04-12
3415,3443,37517,230.89,177.854,0.770297544,2011-04-12
1,1127,37518,190,151.81,0.799,2011-04-12
3443,895,37519,13.99,11.176,0.798856326,2011-04-12
3443,934,37520,106.01,84.69,0.798886897,2011-04-12
258,934,37521,10,7.99,0.799,2011-04-12
2404,934,37522,21,16.779,0.799,2011-04-12
600,934,37523,100,79.9,0.799,2011-04-12
1347,934,37524,2.475,1.977,0.798787879,2011-04-12
1,934,37525,260.515,208.151,0.798998138,2011-04-12
1,4260,37526,1500,1198.5,0.799,2011-04-12
1,934,37527,629.189,502.722,0.798999983,2011-04-12
1,4260,37528,451.111,360.437,0.798998473,2011-04-12
1183,4260,37529,40.3,32.231,0.799776675,2011-04-12
3086,4260,37530,10.01,8.005,0.7997003,2011-04-12
1183,895,37531,10.065,8.049,0.799701937,2011-04-12
1183,895,37532,38.035,30.42,0.799789667,2011-04-12
3443,895,37533,2.225,1.779,0.799550562,2011-04-12
3443,4260,37534,107.165,85.721,0.799897355,2011-04-12
895,3443,37535,45,34.74,0.772,2011-04-12
895,3443,37536,172.82,133.123,0.770298577,2011-04-12
698,895,37537,60.39,47.708,0.789998344,2011-04-12
698,1215,37538,12.82,10.127,0.789937598,2011-04-12
1215,4260,37539,12.737,9.82,0.770982178,2011-04-12
895,4260,37540,5.04,3.885,0.770833333,2011-04-12
895,4260,37541,332.65,256.473,0.770999549,2011-04-12
698,895,37542,32.148,25.396,0.789971382,2011-04-12
895,4396,37543,50,39,0.78,2011-04-12
895,3111,37544,10,7.76,0.776,2011-04-12
895,3353,37545,169.02,131.009,0.775109455,2011-04-12
895,3353,37546,35.05,27.167,0.775092725,2011-04-12
895,4495,37547,6,4.656,0.776,2011-04-12
3777,4495,37548,8,6.208,0.776,2011-04-12
3777,4260,37549,478.308,370.784,0.775199244,2011-04-12
698,3738,37550,10,7.9,0.79,2011-04-12
698,4495,37551,10,7.9,0.79,2011-04-12
3443,3365,37552,42,33.177,0.789928571,2011-04-12
895,100,37553,10,7.761,0.7761,2011-04-12
895,100,37554,2.95,2.289,0.775932203,2011-04-12
895,100,37555,49,38.028,0.776081633,2011-04-12
2513,100,37556,12.76,9.903,0.776097179,2011-04-12
2513,646,37557,87.24,67.706,0.77608895,2011-04-12
3914,4495,37558,10,7.76,0.776,2011-04-12
3914,100,37559,10,7.755,0.7755,2011-04-12
3914,3443,37560,76.024,58.949,0.775399874,2011-04-12
3914,646,37561,53.976,41.853,0.775400178,2011-04-12
698,3353,37562,10,7.9,0.79,2011-04-12
100,4318,37563,14.27,11.271,0.789838823,2011-04-12
3443,4318,37564,249.93,197.419,0.789897171,2011-04-12
646,4318,37565,71.68,56.627,0.78999721,2011-04-12
698,4318,37566,164.12,129.654,0.789995126,2011-04-12
100,4318,37567,14.27,11.271,0.789838823,2011-04-12
646,4318,37568,35.84,28.313,0.789983259,2011-04-12
698,4318,37569,199.89,157.913,0.7899995,2011-04-12
100,4318,37570,14.27,11.271,0.789838823,2011-04-12
3271,4318,37571,345,272.55,0.79,2011-04-12
698,4318,37572,140.73,111.176,0.789995026,2011-04-12
698,4318,37573,33,26.07,0.79,2011-04-12
698,4318,37574,269.962,213.269,0.78999637,2011-04-12
4495,4318,37575,13,10.299,0.792230769,2011-04-12
3111,4318,37576,20,15.878,0.7939,2011-04-12
3353,4318,37577,202.75,162.159,0.799797781,2011-04-12
4495,4318,37578,21,16.797,0.799857143,2011-04-12
646,4318,37579,17.92,14.335,0.799944196,2011-04-12
4398,4318,37580,15,12,0.8,2011-04-12
4095,4318,37581,9.14,7.312,0.8,2011-04-12
3794,4318,37582,175.55,140.44,0.8,2011-04-12
2397,4318,37583,0.5,0.4,0.8,2011-04-12
1483,4318,37584,10,8,0.8,2011-04-12
2579,4318,37585,330,264,0.8,2011-04-12
2946,4318,37586,10,8,0.8,2011-04-12
4139,4318,37587,100,80,0.8,2011-04-12
81,4318,37588,1000,800,0.8,2011-04-12
1656,4318,37589,400,320,0.8,2011-04-12
1661,4318,37590,100,80,0.8,2011-04-12
4049,4318,37591,5,4,0.8,2011-04-12
2407,4318,37592,50.07,40.056,0.8,2011-04-12
2289,4318,37593,195.17,156.136,0.8,2011-04-12
3972,4318,37594,13.98,11.184,0.8,2011-04-12
3609,4318,37595,12.42,9.936,0.8,2011-04-12
4731,4318,37596,10,8,0.8,2011-04-12
3307,4318,37597,100,80,0.8,2011-04-12
1313,4318,37598,25,20,0.8,2011-04-12
100,4318,37599,41.35,33.096,0.800386941,2011-04-12
1547,4318,37600,285.01,228.29,0.800989439,2011-04-12
1483,4318,37601,12.43,10.004,0.804827031,2011-04-12
1375,4318,37602,50,40.435,0.8087,2011-04-12
3111,4318,37603,4.748,3.841,0.808972199,2011-04-12
3111,4318,37604,5.252,4.248,0.80883473,2011-04-12
2654,4318,37605,40,32.36,0.809,2011-04-12
646,4318,37606,8.96,7.257,0.809933036,2011-04-12
748,4318,37607,245.788,199.088,0.809998861,2011-04-12
646,4260,37608,4.47,3.571,0.798881432,2011-04-12
1558,4260,37609,689.64,551.022,0.798999478,2011-04-12
3353,4260,37610,9.93,8.042,0.809869084,2011-04-12
748,4260,37611,254.212,205.911,0.809997168,2011-04-12
1483,4260,37612,10,8.1,0.81,2011-04-12
1313,4260,37613,25,20.25,0.81,2011-04-12
2896,4260,37614,56.4,45.684,0.81,2011-04-12
1313,4260,37615,450.348,365.281,0.811108298,2011-04-12
1313,4260,37616,192.472,156.115,0.811104992,2011-04-12
199,4260,37617,37,30.044,0.812,2011-04-12
3111,4260,37618,10,8.198,0.8198,2011-04-12
646,4260,37619,2.24,1.836,0.819642857,2011-04-12
2054,4260,37620,108,88.549,0.819898148,2011-04-12
1483,4260,37621,10,8.2,0.82,2011-04-12
4095,4260,37622,19.74,16.186,0.819959473,2011-04-12
4550,4260,37623,15,12.3,0.82,2011-04-12
4091,4260,37624,100,82,0.82,2011-04-12
960,4260,37625,686.76,563.143,0.819999709,2011-04-12
199,4260,37626,39,32.057,0.821974359,2011-04-12
659,4260,37628,200,166,0.83,2011-04-12
1558,4260,37630,4.995,4.145,0.82982983,2011-04-12
199,4318,37631,41,34.112,0.832,2011-04-12
646,4318,37632,1.12,0.939,0.838392857,2011-04-12
1068,4318,37633,57.88,48.56,0.838977194,2011-04-12
4746,646,37634,176.71,144.902,0.819998868,2011-04-12
646,4318,37635,50,41.949,0.83898,2011-04-12
682,4318,37636,10,8.389,0.8389,2011-04-12
646,4318,37637,90,75.501,0.8389,2011-04-12
646,4318,37638,18.35,15.395,0.838964578,2011-04-12
1068,4318,37639,81.65,68.503,0.838983466,2011-04-12
646,4318,37640,9.17,7.693,0.838931298,2011-04-12
1068,4318,37641,431.41,361.948,0.838988433,2011-04-12
3111,4318,37642,10,8.39,0.839,2011-04-12
748,4318,37643,1000,840,0.84,2011-04-12
1483,4318,37644,15,12.6,0.84,2011-04-12
682,1661,37645,10,8.449,0.8449,2011-04-12
646,4318,37646,4.59,3.878,0.844880174,2011-04-12
2328,4318,37647,195.41,165.121,0.844997697,2011-04-12
2328,1661,37648,100,84.5,0.845,2011-04-12
2328,1661,37649,94.12,79.531,0.84499575,2011-04-12
2513,4318,37650,80,67.6,0.845,2011-04-12
2687,4318,37651,10,8.46,0.846,2011-04-12
1483,4318,37652,11.79,9.997,0.847921968,2011-04-12
3914,4318,37654,1200,1018.8,0.849,2011-04-12
646,4318,37655,2.29,1.946,0.849781659,2011-04-12
2704,4318,37656,15,12.75,0.85,2011-04-12
2353,4318,37657,100,85,0.85,2011-04-12
748,4318,37658,250,212.5,0.85,2011-04-12
1661,4318,37659,100,85,0.85,2011-04-12
2946,4318,37660,10,8.5,0.85,2011-04-12
1483,4318,37661,21,17.85,0.85,2011-04-12
81,4318,37662,189.92,161.432,0.85,2011-04-12
646,1661,37663,1.15,0.977,0.849565217,2011-04-12
81,1661,37664,98.85,84.022,0.849994942,2011-04-12
81,150,37665,711.23,604.545,0.849999297,2011-04-12
2310,150,37666,288.77,245.454,0.849998269,2011-04-12
2310,3443,37667,11.23,9.545,0.849955476,2011-04-12
3231,150,37668,100,85.37,0.8537,2011-04-12
151,150,37669,10.5,8.988,0.856,2011-04-12
3111,150,37670,10,8.59,0.859,2011-04-12
3914,150,37671,179.5,154.37,0.86,2011-04-12
4049,4260,37672,3,2.55,0.85,2011-04-12
1483,150,37673,23.26,20.003,0.859974205,2011-04-12
3914,150,37674,376.74,323.996,0.859998938,2011-04-12
3914,1215,37675,12.998,11.177,0.859901523,2011-04-12
258,4260,37676,10,8.6,0.86,2011-04-12
3914,4260,37677,630.762,542.455,0.859999493,2011-04-12
1375,4260,37678,5.722,4.948,0.864732611,2011-04-12
2185,4260,37679,20,17.34,0.867,2011-04-12
3482,4260,37680,106.44,92.389,0.867991357,2011-04-12
3315,4260,37681,150,130.35,0.869,2011-04-12
1661,4260,37682,200,174,0.87,2011-04-12
1483,4260,37683,22.99,20.001,0.869986951,2011-04-12
3111,4260,37685,10,8.79,0.879,2011-04-12
2049,4260,37686,259.399,228.219,0.879799074,2011-04-12
1788,4260,37687,564.687,496.924,0.879999008,2011-04-12
2480,646,37688,10,8.5,0.85,2011-04-12
1483,4260,37689,22.73,20.002,0.879982402,2011-04-12
4132,4260,37690,10,8.8,0.88,2011-04-12
1788,4260,37691,135.723,119.436,0.879998232,2011-04-12
3512,4260,37692,25.05,22.044,0.88,2011-04-12
4117,4260,37693,10,8.9,0.89,2011-04-12
1483,4260,37694,22.47,19.998,0.889986649,2011-04-12
3914,4260,37695,504.465,450.285,0.89259909,2011-04-12
3914,4260,37696,8.811,7.864,0.892520713,2011-04-12
895,2824,37697,6,5.04,0.84,2011-04-12
1483,150,37698,10,8.6,0.86,2011-04-12
1483,150,37699,10,8.7,0.87,2011-04-12
1483,2824,37700,10,8.6,0.86,2011-04-12
3315,150,37701,29,25.81,0.89,2011-04-12
1483,150,37702,10,8.9,0.89,2011-04-12
646,2824,37703,10,8.65,0.865,2011-04-12
2513,150,37704,10,8.85,0.885,2011-04-12
150,3777,37705,841,741.257,0.881399524,2011-04-12
1483,3353,37706,27,24.03,0.89,2011-04-12
3914,3353,37707,372.902,332.852,0.892599128,2011-04-12
3914,3353,37708,1.151,1.027,0.892267593,2011-04-12
1483,3777,37709,6.76,5.982,0.884911243,2011-04-12
1483,150,37710,18.24,16.142,0.88497807,2011-04-12
1483,150,37711,25,22.125,0.885,2011-04-12
3777,150,37712,200,178.28,0.8914,2011-04-12
2824,3777,37713,10,8.91,0.891,2011-04-12
1483,3777,37714,35,31.192,0.8912,2011-04-12
1483,3777,37715,35,31.195,0.891285714,2011-04-12
1483,3777,37716,97.9,87.258,0.891297242,2011-04-12
3315,3777,37717,10,8.9,0.89,2011-04-12
1483,3777,37718,0.1,0.089,0.89,2011-04-12
3777,150,37719,642.25,572.501,0.891398988,2011-04-12
1483,3777,37720,9,8.022,0.891333333,2011-04-12
2824,3777,37721,1.36,1.212,0.891176471,2011-04-12
2824,3777,37722,9.24,8.235,0.891233766,2011-04-12
1353,3443,37723,80,69.624,0.8703,2011-04-12
895,3443,37724,55,47.866,0.870290909,2011-04-12
4531,3443,37725,10,8.703,0.8703,2011-04-12
1353,2824,37726,20,17.404,0.8702,2011-04-12
1353,100,37727,18.92,16.462,0.870084567,2011-04-12
1353,100,37728,19.44,16.885,0.868569959,2011-04-12
1483,4531,37729,15.27,13.59,0.889980354,2011-04-12
1483,3777,37730,561.67,499.212,0.888799473,2011-04-12
1483,3777,37731,70,62.083,0.8869,2011-04-12
4438,3777,37732,0.414,0.367,0.88647343,2011-04-12
1353,2824,37733,12.6,10.836,0.86,2011-04-12
1483,4318,37734,33,29.198,0.884787879,2011-04-12
4218,3443,37735,2,1.658,0.829,2011-04-12
4438,646,37736,10.95,9.196,0.839817352,2011-04-12
4553,63,37737,1,0.83,0.83,2011-04-12
895,63,37738,7.422,6.16,0.829964969,2011-04-12
895,3443,37739,34.578,28.551,0.825698421,2011-04-12
4553,646,37740,4,3.36,0.84,2011-04-12
4218,646,37741,10,8.4,0.84,2011-04-12
3116,3443,37742,36.532,30.19,0.826398774,2011-04-12
3116,100,37743,2.468,2.039,0.826175041,2011-04-12
100,646,37744,13.33,11.315,0.848837209,2011-04-12
3461,646,37745,12.51,10.62,0.848920863,2011-04-12
100,646,37746,13.33,11.315,0.848837209,2011-04-12
100,646,37747,13.33,11.315,0.848837209,2011-04-12
4759,100,37748,7.3,6.031,0.826164384,2011-04-12
100,646,37749,7.84,6.655,0.848852041,2011-04-12
4671,100,37750,20,16.526,0.8263,2011-04-12
100,895,37751,19.86,16.847,0.848288016,2011-04-12
1375,895,37752,30,25.452,0.8484,2011-04-12
4466,895,37753,4.461,3.791,0.84980946,2011-04-12
4507,100,37754,41.75,34.506,0.826491018,2011-04-12
4507,646,37755,8.25,6.818,0.826424242,2011-04-12
100,646,37756,19.841,16.831,0.848293937,2011-04-12
4174,646,37757,24.997,20.907,0.836380366,2011-04-12
1749,100,37758,18.78,15.519,0.826357827,2011-04-12
1749,646,37759,81.22,67.119,0.826385127,2011-04-12
100,895,37760,10,8.48,0.848,2011-04-12
2824,895,37761,0.065,0.055,0.846153846,2011-04-12
895,100,37762,41.25,34.097,0.826593939,2011-04-12
100,4598,37763,10.94,9.234,0.844058501,2011-04-12
2687,4598,37764,10,8.442,0.8442,2011-04-12
100,4598,37765,10,8.442,0.8442,2011-04-12
100,3111,37766,10,8.441,0.8441,2011-04-12
100,3111,37767,10,8.441,0.8441,2011-04-12
100,4671,37768,10,8.441,0.8441,2011-04-12
2687,4671,37769,7.98,6.743,0.844987469,2011-04-12
2687,895,37770,2.02,1.706,0.844554455,2011-04-12
1375,895,37771,20,16.968,0.8484,2011-04-12
4466,895,37772,3.545,3.013,0.849929478,2011-04-12
4466,895,37773,1.994,1.694,0.849548646,2011-04-12
3972,895,37774,7.36,6.256,0.85,2011-04-12
310,895,37775,3.741,3.179,0.849772788,2011-04-12
310,4671,37776,1.24,1.054,0.85,2011-04-12
310,895,37777,12.078,10.266,0.849975161,2011-04-12
895,3111,37778,10,8.28,0.828,2011-04-12
895,3966,37779,18,14.868,0.826,2011-04-12
895,4495,37780,15,12.378,0.8252,2011-04-12
895,100,37781,13.36,11.024,0.825149701,2011-04-12
3667,100,37782,10,8.254,0.8254,2011-04-12
310,4637,37783,1100,935,0.85,2011-04-12
310,4499,37784,82.941,70.499,0.849989752,2011-04-12
4495,4499,37785,15,12.75,0.85,2011-04-12
2824,4499,37786,10,8.5,0.85,2011-04-12
100,4499,37787,10,8.509,0.8509,2011-04-12
3768,4499,37789,28.64,24.484,0.854888268,2011-04-12
151,4499,37790,89.32,76.418,0.855553068,2011-04-12
100,4499,37791,13.21,11.359,0.85987888,2011-04-12
646,4499,37792,109.63,94.281,0.859992703,2011-04-12
914,4499,37793,200,172,0.86,2011-04-12
100,4499,37794,10.34,8.98,0.868471954,2011-04-12
3111,4499,37795,10,8.72,0.872,2011-04-12
1483,4499,37797,51.8,45.314,0.874787645,2011-04-12
1375,4438,37798,10.818,9.505,0.878628212,2011-04-12
1375,3891,37799,1,0.878,0.878,2011-04-12
895,4499,37800,15,13.155,0.877,2011-04-12
1375,3269,37801,8.182,7.189,0.87863603,2011-04-12
3966,3269,37802,14.41,12.68,0.879944483,2011-04-12
2916,3269,37803,125,110,0.88,2011-04-12
63,3269,37804,200,176.6,0.883,2011-04-12
63,3269,37805,100,88.3,0.883,2011-04-12
3901,3269,37806,55,48.62,0.884,2011-04-12
3901,3269,37807,45,39.78,0.884,2011-04-12
3243,3269,37808,5,4.421,0.8842,2011-04-12
3243,4499,37809,195,172.419,0.8842,2011-04-12
1375,4499,37810,30,26.558,0.885266667,2011-04-12
646,4499,37811,54.81,48.726,0.888998358,2011-04-12
2049,4499,37812,50.02,44.467,0.888984406,2011-04-12
1721,4499,37813,500,444.5,0.889,2011-04-12
3443,4499,37814,227.85,202.763,0.889896862,2011-04-12
2774,4499,37815,114.12,101.566,0.88999299,2011-04-12
3777,4495,37816,4.23,3.515,0.830969267,2011-04-12
658,4495,37817,23,19.122,0.831391304,2011-04-12
658,3461,37818,12.691,10.55,0.83129777,2011-04-12
658,646,37819,8.309,6.907,0.831267301,2011-04-12
3891,646,37820,1,0.85,0.85,2011-04-12
1260,3535,37821,21,17.453,0.831095238,2011-04-12
1260,646,37822,43,35.736,0.831069767,2011-04-12
895,63,37823,70,58.1,0.83,2011-04-12
3535,4538,37824,1,0.869,0.869,2011-04-12
895,63,37825,13.48,11.188,0.829970326,2011-04-12
895,63,37826,18.5,15.355,0.83,2011-04-12
895,63,37827,89.598,74.366,0.829996205,2011-04-12
895,2824,37828,20,16.54,0.827,2011-04-12
895,3443,37829,26.402,21.818,0.82637679,2011-04-12
2824,1258,37830,2.4,2.052,0.855,2011-04-12
2824,4759,37831,7.008,5.977,0.85288242,2011-04-12
2824,895,37832,12.992,11.082,0.852986453,2011-04-12
2687,895,37833,10,8.53,0.853,2011-04-12
3535,895,37835,20,17.348,0.8674,2011-04-12
4763,895,37836,3,2.61,0.87,2011-04-12
4438,895,37837,10.75,9.458,0.879813953,2011-04-12
3966,895,37838,17.89,15.814,0.883957518,2011-04-12
3886,895,37839,135.01,119.483,0.884993704,2011-04-12
199,3891,37840,5,4.446,0.8892,2011-04-12
1367,895,37841,56.858,50.557,0.889180063,2011-04-12
646,895,37842,106.777,94.944,0.889180254,2011-04-12
3443,4318,37843,26.24,23.35,0.889862805,2011-04-12
3183,4318,37844,40.74,36.258,0.889985272,2011-04-12
2774,4318,37845,45.31,40.325,0.889980137,2011-04-12
2404,4318,37846,18,16.02,0.89,2011-04-12
914,4318,37847,158.55,141.109,0.889996846,2011-04-12
199,4318,37848,15,13.38,0.892,2011-04-12
3914,4318,37849,196.16,175.092,0.892597879,2011-04-12
3461,895,37850,12.6,11.203,0.889126984,2011-04-12
2824,895,37851,10,8.891,0.8891,2011-04-12
2824,895,37852,10,8.891,0.8891,2011-04-12
1749,4318,37853,80,71.135,0.8891875,2011-04-12
3914,4318,37855,116.511,103.997,0.892593832,2011-04-12
150,4318,37856,723.489,646.799,0.893999771,2011-04-12
1749,4318,37857,70,62.243,0.889185714,2011-04-12
150,4318,37858,930,831.42,0.894,2011-04-12
150,4164,37859,100,89.4,0.894,2011-04-12
150,4164,37860,11.118,9.939,0.893955747,2011-04-12
150,4318,37861,32.393,28.959,0.893989442,2011-04-12
1484,4318,37862,17.607,15.758,0.894984949,2011-04-12
293,2397,37863,10,8.943,0.8943,2011-04-12
293,2397,37864,10,8.943,0.8943,2011-04-12
293,4318,37865,14.706,13.152,0.894328845,2011-04-12
293,4318,37866,5.294,4.734,0.894219872,2011-04-12
293,4481,37867,29.416,26.308,0.894343215,2011-04-12
1484,4481,37868,182.393,163.241,0.89499597,2011-04-12
1702,4481,37869,200,179,0.895,2011-04-12
1749,4481,37870,58.016,51.97,0.895787369,2011-04-12
3891,4481,37871,5,4.479,0.8958,2011-04-12
1749,4481,37872,99,88.704,0.896,2011-04-12
1749,4481,37873,98,87.876,0.896693878,2011-04-12
1749,4481,37874,65,58.292,0.8968,2011-04-12
3914,4481,37875,398.175,357.162,0.896997551,2011-04-12
2397,4318,37876,15,13.337,0.889133333,2011-04-12
3308,4318,37877,5,4.475,0.895,2011-04-12
